mouse_ensembl_id,mouse_entrez_id,mouse_symbol,human_symbol,human_entrez_id
ENSMUSG00000109583,NA,NA,NA,NA
ENSMUSG00000109584,NA,NA,NA,NA
ENSMUSG00000109585,NA,NA,NA,NA
ENSMUSG00000109587,NA,NA,NA,NA
ENSMUSG00000109588,100503609,Lnp1,LNP1,348801
ENSMUSG00000109589,NA,NA,NA,NA
ENSMUSG00000109590,NA,NA,NA,NA
ENSMUSG00000109591,666388,Gm8077,NA,NA
ENSMUSG00000109593,NA,NA,NA,NA
ENSMUSG00000109597,NA,NA,NA,NA
ENSMUSG00000109598,NA,NA,NA,NA
ENSMUSG00000109599,NA,NA,NA,NA
ENSMUSG00000109600,100416715,Gm18212,NA,NA
ENSMUSG00000109601,632066,Zfp148-ps1,NA,NA
ENSMUSG00000109602,NA,NA,NA,NA
ENSMUSG00000109603,102634919,Gm32389,NA,NA
ENSMUSG00000109604,NA,NA,NA,NA
ENSMUSG00000109605,NA,NA,NA,NA
ENSMUSG00000109606,NA,NA,NA,NA
ENSMUSG00000109607,102637819,Gm34533,NA,NA
ENSMUSG00000109608,NA,NA,NA,NA
ENSMUSG00000109609,NA,NA,NA,NA
ENSMUSG00000109610,664975,Gm7432,NA,NA
ENSMUSG00000109611,NA,NA,NA,NA
ENSMUSG00000109612,NA,NA,NA,NA
ENSMUSG00000109613,NA,NA,NA,NA
ENSMUSG00000109616,NA,NA,NA,NA
ENSMUSG00000109617,665516,Gm7669,NA,NA
ENSMUSG00000109618,NA,NA,NA,NA
ENSMUSG00000109619,NA,NA,NA,NA
ENSMUSG00000109621,NA,NA,NA,NA
ENSMUSG00000109622,NA,NA,NA,NA
ENSMUSG00000109623,NA,NA,NA,NA
ENSMUSG00000109624,NA,NA,NA,NA
ENSMUSG00000109625,NA,NA,NA,NA
ENSMUSG00000109626,100417484,Gm18641,NA,NA
ENSMUSG00000109628,212965,BC024386,NA,NA
ENSMUSG00000109629,NA,NA,NA,NA
ENSMUSG00000109632,NA,NA,NA,NA
ENSMUSG00000109633,330664,C230079O03Rik,NA,NA
ENSMUSG00000109634,NA,NA,NA,NA
ENSMUSG00000109635,NA,NA,NA,NA
ENSMUSG00000109636,NA,NA,NA,NA
ENSMUSG00000109638,NA,NA,NA,NA
ENSMUSG00000109640,NA,NA,NA,NA
ENSMUSG00000109642,NA,NA,NA,NA
ENSMUSG00000109643,NA,NA,NA,NA
ENSMUSG00000109644,71661,0610005C13Rik,NA,NA
ENSMUSG00000109645,NA,NA,NA,NA
ENSMUSG00000109646,NA,NA,NA,NA
ENSMUSG00000109647,NA,NA,NA,NA
ENSMUSG00000109648,NA,NA,NA,NA
ENSMUSG00000109649,108168208,Gm45521,NA,NA
ENSMUSG00000109651,NA,NA,NA,NA
ENSMUSG00000109652,NA,NA,NA,NA
ENSMUSG00000109653,NA,NA,NA,NA
ENSMUSG00000109656,NA,NA,NA,NA
ENSMUSG00000109658,NA,NA,NA,NA
ENSMUSG00000109659,258156,Or52s6,NA,NA
ENSMUSG00000109662,NA,NA,NA,NA
ENSMUSG00000109663,384622,Gm5331,NA,NA
ENSMUSG00000109664,NA,NA,NA,NA
ENSMUSG00000109665,NA,NA,NA,NA
ENSMUSG00000109666,NA,NA,NA,NA
ENSMUSG00000109667,NA,NA,NA,NA
ENSMUSG00000109669,NA,NA,NA,NA
ENSMUSG00000109672,NA,NA,NA,NA
ENSMUSG00000109673,NA,NA,NA,NA
ENSMUSG00000109674,NA,NA,NA,NA
ENSMUSG00000109679,NA,NA,NA,NA
ENSMUSG00000109680,NA,NA,NA,NA
ENSMUSG00000109684,NA,NA,NA,NA
ENSMUSG00000109685,NA,NA,NA,NA
ENSMUSG00000109686,NA,NA,NA,NA
ENSMUSG00000109687,NA,NA,NA,NA
ENSMUSG00000109688,NA,NA,NA,NA
ENSMUSG00000109689,NA,NA,NA,NA
ENSMUSG00000109690,622973,Gm6376,NA,NA
ENSMUSG00000109691,667517,Gm8679,NA,NA
ENSMUSG00000109693,NA,NA,NA,NA
ENSMUSG00000109696,102640656,Gm36670,NA,NA
ENSMUSG00000109697,NA,NA,NA,NA
ENSMUSG00000109698,NA,NA,NA,NA
ENSMUSG00000109699,NA,NA,NA,NA
ENSMUSG00000109700,100861673,Gm21123,NA,NA
ENSMUSG00000109702,NA,NA,NA,NA
ENSMUSG00000109704,330738,Gm38414,NA,NA
ENSMUSG00000109706,NA,NA,NA,NA
ENSMUSG00000109708,NA,NA,NA,NA
ENSMUSG00000109709,NA,NA,NA,NA
ENSMUSG00000109710,244229,Gm4974,NA,NA
ENSMUSG00000109712,115486540,Gm8667,NA,NA
ENSMUSG00000109713,102640920,Pvrig,PVRIG,79037
ENSMUSG00000109714,102638463,Gm35021,NA,NA
ENSMUSG00000109715,NA,NA,NA,NA
ENSMUSG00000109716,NA,NA,NA,NA
ENSMUSG00000109717,102637601,Gm34368,NA,NA
ENSMUSG00000109718,260296,Trim61,NA,NA
ENSMUSG00000109719,NA,NA,NA,NA
ENSMUSG00000109720,NA,NA,NA,NA
ENSMUSG00000109721,NA,NA,NA,NA
ENSMUSG00000109722,100038555,Gm10578,NA,NA
ENSMUSG00000109723,NA,NA,NA,NA
ENSMUSG00000109725,NA,NA,NA,NA
ENSMUSG00000109726,NA,NA,NA,NA
ENSMUSG00000109727,NA,NA,NA,NA
ENSMUSG00000109728,NA,NA,NA,NA
ENSMUSG00000109729,NA,NA,NA,NA
ENSMUSG00000109730,635187,Gm7151,NA,NA
ENSMUSG00000109731,NA,NA,NA,NA
ENSMUSG00000109732,NA,NA,NA,NA
ENSMUSG00000109733,NA,NA,NA,NA
ENSMUSG00000109734,NA,NA,NA,NA
ENSMUSG00000109735,NA,NA,NA,NA
ENSMUSG00000109736,NA,NA,NA,NA
ENSMUSG00000109737,105243794,Spem3,NA,NA
ENSMUSG00000109739,NA,NA,NA,NA
ENSMUSG00000109740,665267,Gm7561,NA,NA
ENSMUSG00000109741,NA,NA,NA,NA
ENSMUSG00000109742,NA,NA,NA,NA
ENSMUSG00000109743,NA,NA,NA,NA
ENSMUSG00000109744,NA,NA,NA,NA
ENSMUSG00000109745,69388,Fam236c,NA,NA
ENSMUSG00000109748,102638957,Gm35392,NA,NA
ENSMUSG00000109749,NA,NA,NA,NA
ENSMUSG00000109750,NA,NA,NA,NA
ENSMUSG00000109751,NA,NA,NA,NA
ENSMUSG00000109753,NA,NA,NA,NA
ENSMUSG00000109754,NA,NA,NA,NA
ENSMUSG00000109755,NA,NA,NA,NA
ENSMUSG00000109756,NA,NA,NA,NA
ENSMUSG00000109757,NA,NA,NA,NA
ENSMUSG00000109758,100417833,Gm18854,NA,NA
ENSMUSG00000109759,NA,NA,NA,NA
ENSMUSG00000109760,624433,Gm6503,NA,NA
ENSMUSG00000109761,330737,5430403N17Rik,NA,NA
ENSMUSG00000109764,16621,Klkb1,KLKB1,3818
ENSMUSG00000109765,NA,NA,NA,NA
ENSMUSG00000109766,NA,NA,NA,NA
ENSMUSG00000109767,NA,NA,NA,NA
ENSMUSG00000109768,NA,NA,NA,NA
ENSMUSG00000109769,NA,NA,NA,NA
ENSMUSG00000109770,NA,NA,NA,NA
ENSMUSG00000109771,102638847,Gm35315,NA,NA
ENSMUSG00000109772,NA,NA,NA,NA
ENSMUSG00000109773,102637740,Gm34474,NA,NA
ENSMUSG00000109774,NA,NA,NA,NA
ENSMUSG00000109775,NA,NA,NA,NA
ENSMUSG00000109776,102632284,Gm30400,NA,NA
ENSMUSG00000109778,NA,NA,NA,NA
ENSMUSG00000109779,100417718,Gm18780,NA,NA
ENSMUSG00000109780,NA,NA,NA,NA
ENSMUSG00000109781,NA,NA,NA,NA
ENSMUSG00000109783,NA,NA,NA,NA
ENSMUSG00000109784,NA,NA,NA,NA
ENSMUSG00000109785,NA,NA,NA,NA
ENSMUSG00000109786,665887,Gm7839,NA,NA
ENSMUSG00000109787,NA,NA,NA,NA
ENSMUSG00000109789,NA,NA,NA,NA
ENSMUSG00000109790,NA,NA,NA,NA
ENSMUSG00000109791,NA,NA,NA,NA
ENSMUSG00000109792,NA,NA,NA,NA
ENSMUSG00000109793,NA,NA,NA,NA
ENSMUSG00000109794,NA,NA,NA,NA
ENSMUSG00000109798,546931,Gm5996,NA,NA
ENSMUSG00000109799,NA,NA,NA,NA
ENSMUSG00000109801,258737,Or4f14d,NA,NA
ENSMUSG00000109802,102632840,Gm30808,NA,NA
ENSMUSG00000109807,NA,NA,NA,NA
ENSMUSG00000109808,NA,NA,NA,NA
ENSMUSG00000109809,102637189,Gm34066,C2orf66,401027
ENSMUSG00000109810,NA,NA,NA,NA
ENSMUSG00000109811,NA,NA,NA,NA
ENSMUSG00000109812,NA,NA,NA,NA
ENSMUSG00000109813,258388,Or4g16,NA,NA
ENSMUSG00000109814,NA,NA,NA,NA
ENSMUSG00000109815,632166,Gm7082,NA,NA
ENSMUSG00000109816,74970,4930483O08Rik,NA,NA
ENSMUSG00000109819,330734,B930018H19Rik,NA,NA
ENSMUSG00000109822,667284,Gm8556,NA,NA
ENSMUSG00000109823,NA,NA,NA,NA
ENSMUSG00000109824,NA,NA,NA,NA
ENSMUSG00000109825,NA,NA,NA,NA
ENSMUSG00000109827,621335,Gm6213,NA,NA
ENSMUSG00000109828,NA,NA,NA,NA
ENSMUSG00000109829,NA,NA,NA,NA
ENSMUSG00000109830,NA,NA,NA,NA
ENSMUSG00000109831,NA,NA,NA,NA
ENSMUSG00000109833,105244603,Gm40193,NA,NA
ENSMUSG00000109835,258486,Or4k2,OR4K2,390431
ENSMUSG00000109838,NA,NA,NA,NA
ENSMUSG00000109839,NA,NA,NA,NA
ENSMUSG00000109841,100503619,E330011O21Rik,NA,NA
ENSMUSG00000109843,NA,NA,NA,NA
ENSMUSG00000109844,NA,NA,NA,NA
ENSMUSG00000109846,NA,NA,NA,NA
ENSMUSG00000109847,NA,NA,NA,NA
ENSMUSG00000109849,NA,NA,NA,NA
ENSMUSG00000109851,105243339,Gm39288,NA,NA
ENSMUSG00000109852,NA,NA,NA,NA
ENSMUSG00000109853,102635797,Gm33045,NA,NA
ENSMUSG00000109855,NA,NA,NA,NA
ENSMUSG00000109857,118027462,Gm53058,NA,NA
ENSMUSG00000109860,232867,Zscan4-ps4,NA,NA
ENSMUSG00000109863,NA,NA,NA,NA
ENSMUSG00000109864,66341,Eid3,EID3,493861
ENSMUSG00000109865,50497,Hspa14,HSPA14,51182
ENSMUSG00000109866,NA,NA,NA,NA
ENSMUSG00000109867,384658,Gm5338,NA,NA
ENSMUSG00000109868,NA,NA,NA,NA
ENSMUSG00000109869,NA,NA,NA,NA
ENSMUSG00000109870,NA,NA,NA,NA
ENSMUSG00000109872,NA,NA,NA,NA
ENSMUSG00000109873,NA,NA,NA,NA
ENSMUSG00000109874,NA,NA,NA,NA
ENSMUSG00000109875,NA,NA,NA,NA
ENSMUSG00000109876,NA,NA,NA,NA
ENSMUSG00000109877,NA,NA,NA,NA
ENSMUSG00000109879,NA,NA,NA,NA
ENSMUSG00000109880,NA,NA,NA,NA
ENSMUSG00000109881,NA,NA,NA,NA
ENSMUSG00000109882,100417597,Gm18706,NA,NA
ENSMUSG00000109885,NA,NA,NA,NA
ENSMUSG00000109886,NA,NA,NA,NA
ENSMUSG00000109887,NA,NA,NA,NA
ENSMUSG00000109890,102688,AU023762,NA,NA
ENSMUSG00000109891,NA,NA,NA,NA
ENSMUSG00000109892,257844,Or12m1-ps1,NA,NA
ENSMUSG00000109893,NA,NA,NA,NA
ENSMUSG00000109894,546009,Gm5904,NA,NA
ENSMUSG00000109895,NA,NA,NA,NA
ENSMUSG00000109896,NA,NA,NA,NA
ENSMUSG00000109898,NA,NA,NA,NA
ENSMUSG00000109899,NA,NA,NA,NA
ENSMUSG00000109900,NA,NA,NA,NA
ENSMUSG00000109901,67064,Chmp1b,CHMP1B,57132
ENSMUSG00000109902,NA,NA,NA,NA
ENSMUSG00000109903,102640594,Cdhr17,NA,NA
ENSMUSG00000109904,NA,NA,NA,NA
ENSMUSG00000109905,664869,Gm7380,NA,NA
ENSMUSG00000109907,NA,NA,NA,NA
ENSMUSG00000109909,NA,NA,NA,NA
ENSMUSG00000109910,NA,NA,NA,NA
ENSMUSG00000109913,NA,NA,NA,NA
ENSMUSG00000109915,74517,7420700N18Rik,NA,NA
ENSMUSG00000109916,NA,NA,NA,NA
ENSMUSG00000109917,NA,NA,NA,NA
ENSMUSG00000109919,NA,NA,NA,NA
ENSMUSG00000109921,NA,NA,NA,NA
ENSMUSG00000109922,NA,NA,NA,NA
ENSMUSG00000109923,NA,NA,NA,NA
ENSMUSG00000109925,NA,NA,NA,NA
ENSMUSG00000109927,NA,NA,NA,NA
ENSMUSG00000109930,NA,NA,NA,NA
ENSMUSG00000109931,NA,NA,NA,NA
ENSMUSG00000109932,NA,NA,NA,NA
ENSMUSG00000109933,665363,Gm7600,NA,NA
ENSMUSG00000109934,NA,NA,NA,NA
ENSMUSG00000109935,665396,Gm7619,NA,NA
ENSMUSG00000109936,NA,NA,NA,NA
ENSMUSG00000109938,NA,NA,NA,NA
ENSMUSG00000109940,NA,NA,NA,NA
ENSMUSG00000109942,NA,NA,NA,NA
ENSMUSG00000109945,NA,NA,NA,NA
ENSMUSG00000109946,100504116,Brd3os,NA,NA
ENSMUSG00000109947,NA,NA,NA,NA
ENSMUSG00000109950,NA,NA,NA,NA
ENSMUSG00000109951,258311,Or52s19,NA,NA
ENSMUSG00000109953,NA,NA,NA,NA
ENSMUSG00000109954,NA,NA,NA,NA
ENSMUSG00000109956,NA,NA,NA,NA
ENSMUSG00000109957,NA,NA,NA,NA
ENSMUSG00000109958,NA,NA,NA,NA
ENSMUSG00000109959,NA,NA,NA,NA
ENSMUSG00000109960,NA,NA,NA,NA
ENSMUSG00000109961,NA,NA,NA,NA
ENSMUSG00000109962,NA,NA,NA,NA
ENSMUSG00000109963,NA,NA,NA,NA
ENSMUSG00000109964,NA,NA,NA,NA
ENSMUSG00000109966,NA,NA,NA,NA
ENSMUSG00000109969,100043042,Zscan4-ps3,NA,NA
ENSMUSG00000109973,NA,NA,NA,NA
ENSMUSG00000109976,NA,NA,NA,NA
ENSMUSG00000109977,NA,NA,NA,NA
ENSMUSG00000109980,NA,NA,NA,NA
ENSMUSG00000109981,NA,NA,NA,NA
ENSMUSG00000109982,NA,NA,NA,NA
ENSMUSG00000109984,NA,NA,NA,NA
ENSMUSG00000109985,NA,NA,NA,NA
ENSMUSG00000109986,NA,NA,NA,NA
ENSMUSG00000109991,622082,Gm6284,NA,NA
ENSMUSG00000109992,115486910,Gm45650,NA,NA
ENSMUSG00000109993,NA,NA,NA,NA
ENSMUSG00000109995,NA,NA,NA,NA
ENSMUSG00000109996,NA,NA,NA,NA
ENSMUSG00000109997,NA,NA,NA,NA
ENSMUSG00000109998,NA,NA,NA,NA
ENSMUSG00000109999,NA,NA,NA,NA
ENSMUSG00000110000,102636438,Gm33501,NA,NA
ENSMUSG00000110001,97402,Misfadt,NA,NA
ENSMUSG00000110003,NA,NA,NA,NA
ENSMUSG00000110004,NA,NA,NA,NA
ENSMUSG00000110006,NA,NA,NA,NA
ENSMUSG00000110007,NA,NA,NA,NA
ENSMUSG00000110008,259117,Or51f23b,NA,NA
ENSMUSG00000110009,75239,4930543E12Rik,NA,NA
ENSMUSG00000110010,NA,NA,NA,NA
ENSMUSG00000110012,259125,Or51a43,NA,NA
ENSMUSG00000110013,330767,1190028D05Rik,NA,NA
ENSMUSG00000110015,NA,NA,NA,NA
ENSMUSG00000110016,622552,Gm20751,NA,NA
ENSMUSG00000110017,NA,NA,NA,NA
ENSMUSG00000110018,100418252,Gm20957,NA,NA
ENSMUSG00000110020,NA,NA,NA,NA
ENSMUSG00000110023,NA,NA,NA,NA
ENSMUSG00000110024,637571,Gm7210,NA,NA
ENSMUSG00000110027,77383,C030029H02Rik,NA,NA
ENSMUSG00000110028,NA,NA,NA,NA
ENSMUSG00000110030,NA,NA,NA,NA
ENSMUSG00000110035,102632998,Gm30931,NA,NA
ENSMUSG00000110037,75187,4930543N07Rik,NA,NA
ENSMUSG00000110038,NA,NA,NA,NA
ENSMUSG00000110042,100043092,Gm4224,NA,NA
ENSMUSG00000110043,654355,Gm7328,NA,NA
ENSMUSG00000110045,NA,NA,NA,NA
ENSMUSG00000110046,NA,NA,NA,NA
ENSMUSG00000110047,NA,NA,NA,NA
ENSMUSG00000110048,NA,NA,NA,NA
ENSMUSG00000110049,100042423,Gm3836,NA,NA
ENSMUSG00000110050,NA,NA,NA,NA
ENSMUSG00000110051,NA,NA,NA,NA
ENSMUSG00000110052,NA,NA,NA,NA
ENSMUSG00000110053,546096,Gm29682,NA,NA
ENSMUSG00000110055,NA,NA,NA,NA
ENSMUSG00000110057,NA,NA,NA,NA
ENSMUSG00000110058,546036,Gm5907,NA,NA
ENSMUSG00000110059,404400,Or13o1-ps1,NA,NA
ENSMUSG00000110060,NA,NA,NA,NA
ENSMUSG00000110062,619306,B430319F04Rik,NA,NA
ENSMUSG00000110063,NA,NA,NA,NA
ENSMUSG00000110065,108167488,Gm45588,NA,NA
ENSMUSG00000110066,100534352,Gm38430,NA,NA
ENSMUSG00000110067,NA,NA,NA,NA
ENSMUSG00000110068,NA,NA,NA,NA
ENSMUSG00000110069,NA,NA,NA,NA
ENSMUSG00000110070,NA,NA,NA,NA
ENSMUSG00000110071,NA,NA,NA,NA
ENSMUSG00000110073,100040628,Gm2875,NA,NA
ENSMUSG00000110076,NA,NA,NA,NA
ENSMUSG00000110077,NA,NA,NA,NA
ENSMUSG00000110079,NA,NA,NA,NA
ENSMUSG00000110080,620376,Gm6145,NA,NA
ENSMUSG00000110081,100418365,Gm19164,NA,NA
ENSMUSG00000110084,NA,NA,NA,NA
ENSMUSG00000110085,100416081,Gm17911,NA,NA
ENSMUSG00000110086,115488204,Smim32,NA,NA
ENSMUSG00000110087,NA,NA,NA,NA
ENSMUSG00000110088,NA,NA,NA,NA
ENSMUSG00000110089,NA,NA,NA,NA
ENSMUSG00000110090,NA,NA,NA,NA
ENSMUSG00000110092,NA,NA,NA,NA
ENSMUSG00000110093,NA,NA,NA,NA
ENSMUSG00000110094,NA,NA,NA,NA
ENSMUSG00000110095,637541,Aurkc-ps,NA,NA
ENSMUSG00000110097,434555,Zscan4a,NA,NA
ENSMUSG00000110099,NA,NA,NA,NA
ENSMUSG00000110100,NA,NA,NA,NA
ENSMUSG00000110101,621677,Gm6249,NA,NA
ENSMUSG00000110102,100862242,Gm9132,NA,NA
ENSMUSG00000110103,545912,Zscan4-ps1,NA,NA
ENSMUSG00000110105,76229,Vmn2r29,NA,NA
ENSMUSG00000110110,NA,NA,NA,NA
ENSMUSG00000110114,NA,NA,NA,NA
ENSMUSG00000110115,NA,NA,NA,NA
ENSMUSG00000110116,NA,NA,NA,NA
ENSMUSG00000110118,NA,NA,NA,NA
ENSMUSG00000110120,NA,NA,NA,NA
ENSMUSG00000110121,NA,NA,NA,NA
ENSMUSG00000110123,NA,NA,NA,NA
ENSMUSG00000110124,NA,NA,NA,NA
ENSMUSG00000110125,102635939,Gm33148,NA,NA
ENSMUSG00000110126,668771,Gm9347,NA,NA
ENSMUSG00000110127,NA,NA,NA,NA
ENSMUSG00000110129,NA,NA,NA,NA
ENSMUSG00000110130,NA,NA,NA,NA
ENSMUSG00000110131,100416355,Gm18066,NA,NA
ENSMUSG00000110132,NA,NA,NA,NA
ENSMUSG00000110133,666568,Gm8168,NA,NA
ENSMUSG00000110134,NA,NA,NA,NA
ENSMUSG00000110136,NA,NA,NA,NA
ENSMUSG00000110137,NA,NA,NA,NA
ENSMUSG00000110138,NA,NA,NA,NA
ENSMUSG00000110140,74489,5430421F17Rik,NA,NA
ENSMUSG00000110141,NA,NA,NA,NA
ENSMUSG00000110142,NA,NA,NA,NA
ENSMUSG00000110144,NA,NA,NA,NA
ENSMUSG00000110146,NA,NA,NA,NA
ENSMUSG00000110147,NA,NA,NA,NA
ENSMUSG00000110148,NA,NA,NA,NA
ENSMUSG00000110149,101056304,LOC101056304,NA,NA
ENSMUSG00000110151,330850,Gm38416,NA,NA
ENSMUSG00000110154,NA,NA,NA,NA
ENSMUSG00000110155,NA,NA,NA,NA
ENSMUSG00000110156,105246846,Gm42067,NA,NA
ENSMUSG00000110157,NA,NA,NA,NA
ENSMUSG00000110159,NA,NA,NA,NA
ENSMUSG00000110160,NA,NA,NA,NA
ENSMUSG00000110161,NA,NA,NA,NA
ENSMUSG00000110162,NA,NA,NA,NA
ENSMUSG00000110163,NA,NA,NA,NA
ENSMUSG00000110165,NA,NA,NA,NA
ENSMUSG00000110166,NA,NA,NA,NA
ENSMUSG00000110167,NA,NA,NA,NA
ENSMUSG00000110170,NA,NA,NA,NA
ENSMUSG00000110171,258492,Or5p60,NA,NA
ENSMUSG00000110175,100416793,Gm18255,NA,NA
ENSMUSG00000110176,NA,NA,NA,NA
ENSMUSG00000110177,624710,Gm6524,NA,NA
ENSMUSG00000110178,NA,NA,NA,NA
ENSMUSG00000110179,105243177,Gm39168,NA,NA
ENSMUSG00000110180,NA,NA,NA,NA
ENSMUSG00000110181,NA,NA,NA,NA
ENSMUSG00000110183,NA,NA,NA,NA
ENSMUSG00000110185,109169,Igip,IGIP,492311
ENSMUSG00000110187,NA,NA,NA,NA
ENSMUSG00000110189,NA,NA,NA,NA
ENSMUSG00000110190,665913,Zscan4-ps2,NA,NA
ENSMUSG00000110194,636915,Gm7192,NA,NA
ENSMUSG00000110195,207728,Pde2a,PDE2A,5138
ENSMUSG00000110197,NA,NA,NA,NA
ENSMUSG00000110200,NA,NA,NA,NA
ENSMUSG00000110201,NA,NA,NA,NA
ENSMUSG00000110202,NA,NA,NA,NA
ENSMUSG00000110204,258054,Or5p75-ps1,NA,NA
ENSMUSG00000110205,NA,NA,NA,NA
ENSMUSG00000110206,14256,Flt3l,FLT3LG,2323
ENSMUSG00000110207,NA,NA,NA,NA
ENSMUSG00000110208,NA,NA,NA,NA
ENSMUSG00000110210,NA,NA,NA,NA
ENSMUSG00000110211,NA,NA,NA,NA
ENSMUSG00000110212,102639716,Gm35963,NA,NA
ENSMUSG00000110214,NA,NA,NA,NA
ENSMUSG00000110215,108167489,Gm45598,NA,NA
ENSMUSG00000110216,NA,NA,NA,NA
ENSMUSG00000110217,NA,NA,NA,NA
ENSMUSG00000110218,100504425,Tincr,NA,NA
ENSMUSG00000110220,NA,NA,NA,NA
ENSMUSG00000110221,102640043,Gm36210,NA,NA
ENSMUSG00000110222,NA,NA,NA,NA
ENSMUSG00000110224,547011,Gm6011,NA,NA
ENSMUSG00000110225,NA,NA,NA,NA
ENSMUSG00000110227,NA,NA,NA,NA
ENSMUSG00000110228,100039170,Gm2080,NA,NA
ENSMUSG00000110229,102634123,Gm31784,NA,NA
ENSMUSG00000110230,NA,NA,NA,NA
ENSMUSG00000110231,622523,Gm6329,NA,NA
ENSMUSG00000110232,100416686,Gm18193,NA,NA
ENSMUSG00000110233,NA,NA,NA,NA
ENSMUSG00000110234,14356,Timm10b,TIMM10B,26515
ENSMUSG00000110235,328314,Gm5086,NA,NA
ENSMUSG00000110236,NA,NA,NA,NA
ENSMUSG00000110237,100416796,Gm18258,NA,NA
ENSMUSG00000110238,NA,NA,NA,NA
ENSMUSG00000110239,NA,NA,NA,NA
ENSMUSG00000110240,NA,NA,NA,NA
ENSMUSG00000110242,414128,G630064G18Rik,NA,NA
ENSMUSG00000110243,NA,NA,NA,NA
ENSMUSG00000110244,115486937,Gm2253,NA,NA
ENSMUSG00000110245,NA,NA,NA,NA
ENSMUSG00000110246,NA,NA,NA,NA
ENSMUSG00000110247,NA,NA,NA,NA
ENSMUSG00000110248,NA,NA,NA,NA
ENSMUSG00000110249,NA,NA,NA,NA
ENSMUSG00000110250,668270,Gm9077,NA,NA
ENSMUSG00000110251,NA,NA,NA,NA
ENSMUSG00000110252,NA,NA,NA,NA
ENSMUSG00000110253,258361,Or5p70,NA,NA
ENSMUSG00000110255,NA,NA,NA,NA
ENSMUSG00000110256,NA,NA,NA,NA
ENSMUSG00000110258,NA,NA,NA,NA
ENSMUSG00000110259,18365,Or51b6,OR51B6,390058
ENSMUSG00000110260,NA,NA,NA,NA
ENSMUSG00000110262,NA,NA,NA,NA
ENSMUSG00000110263,NA,NA,NA,NA
ENSMUSG00000110264,NA,NA,NA,NA
ENSMUSG00000110266,102635385,Gm32742,NA,NA
ENSMUSG00000110269,NA,NA,NA,NA
ENSMUSG00000110270,NA,NA,NA,NA
ENSMUSG00000110272,NA,NA,NA,NA
ENSMUSG00000110273,NA,NA,NA,NA
ENSMUSG00000110275,546015,Gm5905,NA,NA
ENSMUSG00000110276,NA,NA,NA,NA
ENSMUSG00000110277,108168395,Gm45871,NA,NA
ENSMUSG00000110278,NA,NA,NA,NA
ENSMUSG00000110279,NA,NA,NA,NA
ENSMUSG00000110280,NA,NA,NA,NA
ENSMUSG00000110281,100039954,Gm2516,NA,NA
ENSMUSG00000110282,NA,NA,NA,NA
ENSMUSG00000110285,NA,NA,NA,NA
ENSMUSG00000110286,NA,NA,NA,NA
ENSMUSG00000110287,NA,NA,NA,NA
ENSMUSG00000110289,NA,NA,NA,NA
ENSMUSG00000110290,NA,NA,NA,NA
ENSMUSG00000110292,NA,NA,NA,NA
ENSMUSG00000110293,NA,NA,NA,NA
ENSMUSG00000110296,NA,NA,NA,NA
ENSMUSG00000110297,NA,NA,NA,NA
ENSMUSG00000110298,NA,NA,NA,NA
ENSMUSG00000110299,100416080,Gm17910,NA,NA
ENSMUSG00000110301,NA,NA,NA,NA
ENSMUSG00000110303,NA,NA,NA,NA
ENSMUSG00000110304,NA,NA,NA,NA
ENSMUSG00000110308,NA,NA,NA,NA
ENSMUSG00000110309,664948,Gm7419,NA,NA
ENSMUSG00000110310,75123,4930518J21Rik,NA,NA
ENSMUSG00000110311,NA,NA,NA,NA
ENSMUSG00000110313,108167520,Gm45420,NA,NA
ENSMUSG00000110314,NA,NA,NA,NA
ENSMUSG00000110315,667019,Gm8423,NA,NA
ENSMUSG00000110316,NA,NA,NA,NA
ENSMUSG00000110317,NA,NA,NA,NA
ENSMUSG00000110318,NA,NA,NA,NA
ENSMUSG00000110319,NA,NA,NA,NA
ENSMUSG00000110320,NA,NA,NA,NA
ENSMUSG00000110322,NA,NA,NA,NA
ENSMUSG00000110325,NA,NA,NA,NA
ENSMUSG00000110326,NA,NA,NA,NA
ENSMUSG00000110329,102641740,Gm38572,NA,NA
ENSMUSG00000110331,NA,NA,NA,NA
ENSMUSG00000110332,100503868,Gm19935,NA,NA
ENSMUSG00000110333,70952,Poteg,NA,NA
ENSMUSG00000110335,NA,NA,NA,NA
ENSMUSG00000110336,71058,4933400L20Rik,NA,NA
ENSMUSG00000110337,NA,NA,NA,NA
ENSMUSG00000110338,NA,NA,NA,NA
ENSMUSG00000110340,69794,1600027J07Rik,NA,NA
ENSMUSG00000110341,NA,NA,NA,NA
ENSMUSG00000110342,NA,NA,NA,NA
ENSMUSG00000110343,NA,NA,NA,NA
ENSMUSG00000110344,121811722,Smim36,NA,NA
ENSMUSG00000110345,NA,NA,NA,NA
ENSMUSG00000110347,NA,NA,NA,NA
ENSMUSG00000110350,NA,NA,NA,NA
ENSMUSG00000110351,NA,NA,NA,NA
ENSMUSG00000110353,102636491,Gm33543,NA,NA
ENSMUSG00000110354,NA,NA,NA,NA
ENSMUSG00000110355,NA,NA,NA,NA
ENSMUSG00000110357,NA,NA,NA,NA
ENSMUSG00000110358,NA,NA,NA,NA
ENSMUSG00000110359,115486942,Gm45566,NA,NA
ENSMUSG00000110360,NA,NA,NA,NA
ENSMUSG00000110361,666792,Gm8291,NA,NA
ENSMUSG00000110362,NA,NA,NA,NA
